Customer ID,Age,Gender,Income,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,NumWebVisitsMonth,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
2779,70,Female,258735,Belt,Accessories,57,Pennsylvania,L,Yellow,Spring,3,3.2,No,Standard,No,No,24,Credit Card,Bi-Weekly
2780,61,Female,178469,Sunglasses,Accessories,66,Montana,L,Blue,Winter,3,4.3,No,Express,No,No,14,Credit Card,Fortnightly
2781,33,Female,311177,Boots,Footwear,70,Ohio,M,Charcoal,Winter,6,4.1,No,Next Day Air,No,No,29,PayPal,Fortnightly
2782,65,Female,301948,Sandals,Footwear,39,Mississippi,M,Blue,Spring,7,4.6,No,Standard,No,No,33,PayPal,Weekly
2783,41,Female,118001,Gloves,Accessories,34,Idaho,S,Cyan,Spring,6,3.8,No,Free Shipping,No,No,30,PayPal,Annually
2784,19,Female,148003,Skirt,Clothing,38,Virginia,M,Silver,Spring,5,4.5,No,Next Day Air,No,No,26,Credit Card,Quarterly
2785,33,Female,212895,Skirt,Clothing,70,Idaho,M,Black,Winter,4,3.1,No,Express,No,No,12,PayPal,Every 3 Months
2786,53,Female,61708,Blouse,Clothing,80,Louisiana,S,Green,Summer,7,2.9,No,Next Day Air,No,No,13,Bank Transfer,Monthly
2787,54,Female,76482,Handbag,Accessories,51,Colorado,M,Violet,Spring,4,3.8,No,Next Day Air,No,No,41,Debit Card,Every 3 Months
2788,36,Female,349169,Boots,Footwear,79,West Virginia,XL,Pink,Spring,2,4.1,No,Next Day Air,No,No,4,Venmo,Fortnightly
2789,56,Female,99476,Boots,Footwear,92,Rhode Island,M,Olive,Summer,1,3.1,No,Free Shipping,No,No,2,Credit Card,Annually
2790,28,Female,57512,Sweater,Clothing,85,North Carolina,L,Orange,Fall,7,5,No,Express,No,No,28,Credit Card,Bi-Weekly
2791,34,Female,277444,Socks,Clothing,63,Maine,M,Black,Spring,6,4.5,No,Free Shipping,No,No,24,Debit Card,Annually
2792,43,Female,146181,Gloves,Accessories,60,Iowa,M,Yellow,Fall,8,2.8,No,Express,No,No,14,Venmo,Fortnightly
2793,54,Female,334946,Shorts,Clothing,44,Kentucky,L,Violet,Winter,2,3.2,No,Express,No,No,11,Credit Card,Weekly
2794,37,Female,131766,Boots,Footwear,57,Massachusetts,M,Silver,Spring,0,3.1,No,Standard,No,No,27,Debit Card,Bi-Weekly
2795,33,Female,371373,Jacket,Outerwear,24,New York,M,Gold,Fall,6,3.3,No,Standard,No,No,7,Cash,Fortnightly
2796,33,Female,163057,Scarf,Accessories,35,Nebraska,M,Magenta,Winter,3,3.4,No,Store Pickup,No,No,49,PayPal,Annually
2797,55,Female,204984,Jacket,Outerwear,73,Oklahoma,M,Red,Winter,4,3.8,No,Store Pickup,No,No,21,Cash,Annually
2798,63,Female,146538,Jewelry,Accessories,42,Oklahoma,M,Green,Winter,1,3.5,No,Express,No,No,10,Venmo,Every 3 Months
2799,52,Female,177647,Hoodie,Clothing,20,Rhode Island,XL,Red,Winter,5,4.8,No,Store Pickup,No,No,37,PayPal,Weekly
2800,23,Female,277022,T-shirt,Clothing,89,Maine,L,Pink,Spring,7,3.9,No,Free Shipping,No,No,9,Bank Transfer,Every 3 Months
2801,70,Female,343403,Shirt,Clothing,76,Arkansas,L,Violet,Fall,8,3.4,No,Free Shipping,No,No,14,Cash,Bi-Weekly
2802,64,Female,99476,Shirt,Clothing,56,New Mexico,M,Indigo,Winter,6,2.6,No,Express,No,No,30,PayPal,Annually
2803,22,Female,261418,Coat,Outerwear,100,Hawaii,L,Red,Fall,5,3.1,No,Store Pickup,No,No,42,Credit Card,Fortnightly
2804,46,Female,113163,T-shirt,Clothing,44,Idaho,M,Violet,Winter,4,3.3,No,Free Shipping,No,No,31,Bank Transfer,Monthly
2805,65,Female,213427,Hoodie,Clothing,76,South Carolina,M,Cyan,Spring,5,2.8,No,Standard,No,No,48,Bank Transfer,Every 3 Months
2806,18,Female,221532,Sunglasses,Accessories,97,Nevada,S,Black,Fall,4,4.3,No,Standard,No,No,48,Cash,Quarterly
2807,45,Female,223763,Blouse,Clothing,39,South Carolina,L,Purple,Spring,7,2.7,No,Standard,No,No,50,Credit Card,Annually
2808,56,Female,123011,Hoodie,Clothing,100,Maryland,M,Charcoal,Spring,2,4.4,No,2-Day Shipping,No,No,10,Debit Card,Fortnightly
2809,49,Female,186324,Skirt,Clothing,62,Tennessee,M,Beige,Spring,2,3.9,No,Free Shipping,No,No,45,PayPal,Every 3 Months
2810,66,Female,311124,Shorts,Clothing,98,Arkansas,XL,Teal,Summer,5,3,No,Standard,No,No,27,Debit Card,Quarterly
2811,27,Female,416829,Jeans,Clothing,31,Arizona,M,Purple,Summer,6,4,No,Standard,No,No,10,Debit Card,Fortnightly
2812,69,Female,283676,Jacket,Outerwear,89,Ohio,M,Blue,Fall,2,3.7,No,Store Pickup,No,No,19,Credit Card,Quarterly
2813,66,Female,41400,Hoodie,Clothing,91,North Dakota,XL,Magenta,Fall,6,3.8,No,Store Pickup,No,No,1,Credit Card,Every 3 Months
2814,45,Female,187392,Shirt,Clothing,50,Vermont,S,Maroon,Summer,6,3.3,No,2-Day Shipping,No,No,39,Debit Card,Quarterly
2815,31,Female,106900,T-shirt,Clothing,32,Minnesota,L,Gold,Winter,9,3.6,No,Standard,No,No,14,Bank Transfer,Monthly
2816,33,Female,112507,Blouse,Clothing,67,Idaho,L,Black,Fall,5,3.9,No,Free Shipping,No,No,40,Venmo,Every 3 Months
2817,43,Female,60135,Skirt,Clothing,28,Maryland,M,Black,Spring,5,3.5,No,Free Shipping,No,No,45,Venmo,Weekly
2818,25,Female,167914,Backpack,Accessories,65,South Carolina,XL,Yellow,Winter,2,3.4,No,Standard,No,No,6,Venmo,Weekly
2819,46,Female,123582,Shorts,Clothing,73,California,M,Turquoise,Fall,7,4.7,No,Next Day Air,No,No,12,Debit Card,Annually
2820,67,Female,192386,Shirt,Clothing,27,Georgia,L,Lavender,Spring,6,3,No,Free Shipping,No,No,19,Cash,Monthly
2821,26,Female,176836,Backpack,Accessories,89,Vermont,L,Yellow,Summer,3,3.9,No,Free Shipping,No,No,5,Cash,Bi-Weekly
2822,35,Female,182898,Shoes,Footwear,72,Georgia,L,Olive,Summer,5,4.5,No,Standard,No,No,37,Venmo,Monthly
2823,61,Female,178510,Skirt,Clothing,37,New Jersey,S,Brown,Fall,8,4.1,No,Standard,No,No,33,PayPal,Quarterly
2824,26,Female,154548,Dress,Clothing,63,Utah,M,Olive,Summer,6,4.5,No,Standard,No,No,47,Debit Card,Bi-Weekly
2825,39,Female,288158,Hat,Accessories,90,Utah,M,Purple,Fall,8,4,No,Free Shipping,No,No,49,Debit Card,Quarterly
2826,69,Female,162576,Handbag,Accessories,62,North Carolina,M,Yellow,Winter,3,4.3,No,2-Day Shipping,No,No,28,Bank Transfer,Annually
2827,32,Female,196975,Handbag,Accessories,43,Florida,L,Brown,Fall,2,3.6,No,Express,No,No,23,Venmo,Annually
2828,20,Female,161638,Blouse,Clothing,96,Wisconsin,M,Magenta,Fall,2,3.1,No,Next Day Air,No,No,11,Bank Transfer,Bi-Weekly
2829,25,Female,191088,Scarf,Accessories,83,Tennessee,L,Lavender,Fall,8,2.6,No,Standard,No,No,33,PayPal,Quarterly
2830,56,Female,67661,Jewelry,Accessories,67,Arizona,XL,Teal,Fall,5,3.4,No,Next Day Air,No,No,47,Cash,Weekly
2831,63,Female,171215,Skirt,Clothing,90,Oregon,L,Cyan,Spring,1,2.9,No,Store Pickup,No,No,13,Venmo,Every 3 Months
2832,34,Female,355686,Hoodie,Clothing,53,Virginia,L,Pink,Winter,6,5,No,Express,No,No,4,Credit Card,Weekly
2833,29,Female,224640,Scarf,Accessories,37,Maryland,M,Magenta,Summer,4,4.6,No,Standard,No,No,40,PayPal,Quarterly
2834,43,Female,149347,Jeans,Clothing,56,Arkansas,M,Teal,Fall,7,3.3,No,Free Shipping,No,No,19,Cash,Monthly
2835,39,Female,182574,Jacket,Outerwear,43,Texas,M,Indigo,Fall,6,2.9,No,2-Day Shipping,No,No,17,Credit Card,Weekly
2836,33,Female,143766,T-shirt,Clothing,84,Vermont,S,Pink,Winter,9,4.9,No,Free Shipping,No,No,7,Venmo,Annually
2837,51,Female,114231,Pants,Clothing,50,Wyoming,M,Charcoal,Winter,6,5,No,2-Day Shipping,No,No,21,Cash,Bi-Weekly
2838,65,Female,327886,Shoes,Footwear,88,Alabama,M,Brown,Summer,6,4.5,No,Express,No,No,44,PayPal,Weekly
2839,51,Female,264936,Jacket,Outerwear,50,Maine,M,Blue,Fall,8,3.7,No,Free Shipping,No,No,2,Bank Transfer,Weekly
2840,70,Female,332194,Scarf,Accessories,80,South Dakota,L,Teal,Summer,4,2.8,No,Store Pickup,No,No,30,Bank Transfer,Monthly
2841,40,Female,370509,T-shirt,Clothing,47,West Virginia,L,Pink,Spring,1,3.5,No,Store Pickup,No,No,41,Cash,Annually
2842,19,Female,398918,Dress,Clothing,33,Ohio,XL,Magenta,Winter,8,3,No,2-Day Shipping,No,No,31,Cash,Weekly
2843,28,Female,340614,Coat,Outerwear,100,Arizona,L,Green,Fall,7,4.3,No,Standard,No,No,48,Debit Card,Quarterly
2844,51,Female,335665,Sweater,Clothing,26,Ohio,M,White,Summer,1,3.6,No,Store Pickup,No,No,41,Venmo,Weekly
2845,32,Female,50459,Hat,Accessories,79,New Mexico,M,Indigo,Summer,8,4.4,No,Standard,No,No,42,Venmo,Annually
2846,26,Female,257683,Backpack,Accessories,77,South Dakota,L,Lavender,Summer,8,4.1,No,Express,No,No,39,Debit Card,Every 3 Months
2847,50,Female,261995,Socks,Clothing,36,Oklahoma,XL,Black,Fall,3,2.8,No,Next Day Air,No,No,15,PayPal,Bi-Weekly
2848,68,Female,113337,Jewelry,Accessories,21,Connecticut,L,Charcoal,Winter,7,2.8,No,Free Shipping,No,No,3,PayPal,Every 3 Months
2849,33,Female,21472,Boots,Footwear,72,Wisconsin,L,Gray,Fall,6,4.9,No,Store Pickup,No,No,28,Bank Transfer,Quarterly
2850,56,Female,114714,Coat,Outerwear,25,New Hampshire,M,Gold,Spring,3,4.1,No,Express,No,No,27,PayPal,Bi-Weekly
2851,57,Female,156877,Sweater,Clothing,79,Nebraska,M,Silver,Spring,1,3,No,Store Pickup,No,No,36,Debit Card,Annually
2852,58,Female,208238,Blouse,Clothing,73,Nevada,L,Teal,Summer,3,3,No,Store Pickup,No,No,42,Debit Card,Monthly
2853,40,Female,272167,Belt,Accessories,71,New York,M,Magenta,Spring,8,3,No,Store Pickup,No,No,30,Venmo,Weekly
2854,37,Female,32528,Hat,Accessories,48,Pennsylvania,M,Magenta,Winter,6,3.2,No,Next Day Air,No,No,9,PayPal,Weekly
2855,36,Female,337001,Sandals,Footwear,28,Delaware,M,Beige,Fall,8,2.7,No,Store Pickup,No,No,25,Venmo,Monthly
2856,29,Female,348960,Boots,Footwear,95,Mississippi,S,Maroon,Winter,8,3.8,No,2-Day Shipping,No,No,33,PayPal,Quarterly
2857,65,Female,117464,Jacket,Outerwear,48,Iowa,M,Indigo,Winter,8,3.5,No,2-Day Shipping,No,No,31,Credit Card,Monthly
2858,44,Female,133696,Dress,Clothing,93,Utah,S,Maroon,Spring,2,3.8,No,Next Day Air,No,No,35,Debit Card,Monthly
2859,34,Female,301024,Jeans,Clothing,87,Maryland,L,Teal,Summer,8,3.8,No,2-Day Shipping,No,No,46,Bank Transfer,Monthly
2860,31,Female,126991,Shorts,Clothing,32,Utah,L,Yellow,Fall,7,3.4,No,Express,No,No,29,Bank Transfer,Annually
2861,28,Female,115336,Shirt,Clothing,38,Rhode Island,M,Gold,Spring,7,2.9,No,Next Day Air,No,No,49,Bank Transfer,Weekly
2862,66,Female,237833,Coat,Outerwear,54,Maryland,M,Teal,Fall,8,3.4,No,Free Shipping,No,No,27,Credit Card,Monthly
2863,68,Female,116927,Coat,Outerwear,75,Hawaii,S,Violet,Summer,3,4.7,No,Store Pickup,No,No,5,Bank Transfer,Every 3 Months
2864,37,Female,324960,T-shirt,Clothing,56,Connecticut,M,Yellow,Fall,5,3.9,No,2-Day Shipping,No,No,18,Venmo,Monthly
2865,58,Female,124771,Sweater,Clothing,43,Illinois,S,Maroon,Fall,6,3.6,No,Store Pickup,No,No,31,Venmo,Weekly
2866,28,Female,166423,Skirt,Clothing,97,California,M,Silver,Fall,7,3.7,No,Free Shipping,No,No,27,Cash,Fortnightly
2867,54,Female,234125,Blouse,Clothing,75,Connecticut,S,Violet,Summer,3,3.1,No,Free Shipping,No,No,19,Cash,Annually
2868,21,Female,156728,Sneakers,Footwear,55,Colorado,L,White,Summer,7,4.9,No,Next Day Air,No,No,33,Cash,Fortnightly
2869,45,Female,180497,Backpack,Accessories,49,Colorado,M,Black,Winter,4,2.6,No,Next Day Air,No,No,42,PayPal,Every 3 Months
2870,57,Female,190997,Socks,Clothing,58,Georgia,M,White,Summer,3,4.2,No,Standard,No,No,16,Bank Transfer,Weekly
2871,47,Female,249935,Jewelry,Accessories,34,North Dakota,M,Blue,Winter,3,4.8,No,Free Shipping,No,No,49,Debit Card,Every 3 Months
2872,46,Female,186934,Shorts,Clothing,43,Idaho,S,Black,Summer,9,2.7,No,2-Day Shipping,No,No,40,Venmo,Bi-Weekly
2873,63,Female,173806,Jewelry,Accessories,48,Connecticut,L,Olive,Fall,2,2.6,No,Next Day Air,No,No,5,Cash,Annually
2874,44,Female,213383,Sweater,Clothing,40,Montana,M,Teal,Spring,7,2.6,No,Free Shipping,No,No,8,Bank Transfer,Monthly
2875,36,Female,167737,Shirt,Clothing,29,Colorado,L,Silver,Summer,6,3.1,No,Standard,No,No,2,Debit Card,Annually
2876,24,Female,128365,Pants,Clothing,81,Kentucky,M,Pink,Fall,6,2.6,No,Free Shipping,No,No,14,Debit Card,Weekly
2877,65,Female,114691,Hoodie,Clothing,84,New Mexico,M,Charcoal,Spring,5,3.4,No,2-Day Shipping,No,No,5,Bank Transfer,Fortnightly
2878,32,Female,279914,Socks,Clothing,46,New Jersey,M,Silver,Summer,3,3.6,No,Standard,No,No,34,Venmo,Monthly
2879,63,Female,115289,Dress,Clothing,86,California,L,Turquoise,Summer,6,4.3,No,Next Day Air,No,No,13,Bank Transfer,Annually
2880,62,Female,411007,Blouse,Clothing,57,North Dakota,XL,Turquoise,Winter,8,4.9,No,Free Shipping,No,No,31,Venmo,Annually
2881,19,Female,204461,Skirt,Clothing,61,Florida,L,Beige,Winter,6,4.8,No,Store Pickup,No,No,43,PayPal,Quarterly
2882,38,Female,154587,Backpack,Accessories,90,Texas,M,Cyan,Winter,2,4.2,No,Free Shipping,No,No,6,Bank Transfer,Annually
2883,59,Female,118693,Blouse,Clothing,51,Oklahoma,L,Gold,Winter,6,2.6,No,Store Pickup,No,No,23,Credit Card,Bi-Weekly
2884,22,Female,65353,Socks,Clothing,48,Rhode Island,XL,Silver,Spring,8,3.2,No,Standard,No,No,10,PayPal,Weekly
2885,55,Female,171091,Boots,Footwear,50,Arkansas,M,Purple,Summer,6,3.4,No,2-Day Shipping,No,No,47,Credit Card,Every 3 Months
2886,29,Female,79586,Backpack,Accessories,82,Nevada,M,Yellow,Summer,6,3.5,No,Next Day Air,No,No,14,Credit Card,Bi-Weekly
2887,42,Female,287031,Hat,Accessories,33,Utah,L,Blue,Spring,3,4.2,No,Free Shipping,No,No,29,PayPal,Weekly
2888,23,Female,147707,Sandals,Footwear,28,Kentucky,L,Blue,Winter,5,2.8,No,Express,No,No,12,Cash,Bi-Weekly
2889,70,Female,155233,Hoodie,Clothing,42,Wisconsin,L,Green,Spring,8,5,No,2-Day Shipping,No,No,25,Debit Card,Quarterly
2890,64,Female,68898,Sunglasses,Accessories,43,Minnesota,M,Charcoal,Fall,7,3.3,No,Store Pickup,No,No,21,Venmo,Annually
2891,39,Female,141427,Jeans,Clothing,55,North Dakota,M,Violet,Winter,5,3.7,No,Free Shipping,No,No,23,Credit Card,Monthly
2892,47,Female,213321,T-shirt,Clothing,73,Ohio,XL,Black,Winter,5,2.5,No,Free Shipping,No,No,10,PayPal,Monthly
2893,22,Female,162745,Dress,Clothing,39,Nevada,M,Teal,Spring,9,3.2,No,Standard,No,No,47,Credit Card,Monthly
2894,69,Female,137142,Belt,Accessories,20,Kentucky,S,Orange,Spring,8,3.1,No,Free Shipping,No,No,44,Debit Card,Every 3 Months
2895,35,Female,34180,Jewelry,Accessories,32,Kentucky,S,Brown,Spring,7,3.5,No,Standard,No,No,41,Venmo,Annually
2896,56,Female,182380,Hoodie,Clothing,86,Montana,L,Green,Summer,23,4.6,No,Standard,No,No,29,Bank Transfer,Monthly
2897,30,Female,91384,Blouse,Clothing,91,Delaware,M,Silver,Summer,12,3.3,No,Free Shipping,No,No,2,Venmo,Every 3 Months
2898,43,Female,234854,Jacket,Outerwear,59,Montana,L,Violet,Fall,4,2.5,No,Free Shipping,No,No,2,Cash,Fortnightly
2899,23,Female,195488,Sneakers,Footwear,33,New Jersey,XL,Peach,Summer,7,4.6,No,Express,No,No,29,Credit Card,Annually
2900,50,Female,288592,Boots,Footwear,64,Nebraska,M,Gold,Spring,8,4.2,No,2-Day Shipping,No,No,22,Bank Transfer,Fortnightly
2901,41,Female,176073,Blouse,Clothing,67,Maryland,XL,Violet,Winter,18,4,No,Standard,No,No,23,Cash,Bi-Weekly
2902,41,Female,190987,Blouse,Clothing,43,Alabama,L,Olive,Winter,26,2.6,No,Free Shipping,No,No,46,Credit Card,Quarterly
2903,27,Female,117833,Boots,Footwear,32,North Carolina,S,Orange,Spring,32,4.6,No,Standard,No,No,19,PayPal,Bi-Weekly
2904,38,Female,164526,Scarf,Accessories,39,Delaware,S,Teal,Spring,16,3.5,No,2-Day Shipping,No,No,24,Credit Card,Every 3 Months
2905,41,Female,110890,Sandals,Footwear,41,Iowa,M,Gray,Spring,14,4,No,2-Day Shipping,No,No,43,Venmo,Monthly
2906,58,Female,228847,Sunglasses,Accessories,53,New York,L,Black,Winter,13,4.8,No,Standard,No,No,14,Debit Card,Fortnightly
2907,58,Female,44671,Coat,Outerwear,27,Virginia,M,Indigo,Spring,12,3.9,No,Standard,No,No,7,Venmo,Annually
2908,19,Female,185336,Sunglasses,Accessories,82,Maryland,XL,Lavender,Summer,11,3.7,No,Next Day Air,No,No,50,PayPal,Bi-Weekly
2909,43,Female,129350,Blouse,Clothing,87,Texas,M,Beige,Winter,10,3.1,No,Store Pickup,No,No,15,Debit Card,Every 3 Months
2910,27,Female,136175,Backpack,Accessories,78,Louisiana,M,Indigo,Winter,3,3,No,Next Day Air,No,No,40,Credit Card,Every 3 Months
2911,32,Female,107399,Belt,Accessories,32,Mississippi,M,Blue,Summer,21,2.9,No,Store Pickup,No,No,41,Credit Card,Monthly
2912,28,Female,138370,Socks,Clothing,38,Ohio,XL,Orange,Fall,4,2.9,No,Next Day Air,No,No,34,Venmo,Quarterly
2913,48,Female,167848,Shoes,Footwear,37,Oregon,M,Yellow,Winter,5,4,No,Standard,No,No,27,Cash,Bi-Weekly
2914,43,Female,318280,Coat,Outerwear,83,Wyoming,L,Cyan,Winter,7,3.5,No,Express,No,No,12,Cash,Every 3 Months
2915,45,Female,216811,Sweater,Clothing,72,Pennsylvania,M,Yellow,Fall,9,3.8,No,Express,No,No,1,Debit Card,Bi-Weekly
2916,26,Female,186256,Shirt,Clothing,30,Oregon,M,Cyan,Fall,1,4.5,No,Express,No,No,39,Debit Card,Bi-Weekly
2917,62,Female,160155,Shorts,Clothing,66,Oklahoma,M,Green,Winter,3,2.7,No,Express,No,No,13,Credit Card,Bi-Weekly
2918,58,Female,210259,Shirt,Clothing,45,Colorado,XL,White,Winter,2,2.9,No,Store Pickup,No,No,50,Venmo,Annually
2919,19,Female,240809,Sunglasses,Accessories,73,New York,S,Black,Fall,1,4.9,No,Free Shipping,No,No,36,Cash,Weekly
2920,64,Female,224361,Shoes,Footwear,67,Minnesota,L,Charcoal,Winter,6,3.8,No,Standard,No,No,31,Debit Card,Monthly
2921,33,Female,240491,Sunglasses,Accessories,72,Texas,XL,Brown,Spring,7,4.9,No,Free Shipping,No,No,3,Debit Card,Bi-Weekly
2922,20,Female,77820,Handbag,Accessories,24,Wisconsin,M,Cyan,Fall,8,4.6,No,Standard,No,No,11,Cash,Fortnightly
2923,45,Female,125000,Sunglasses,Accessories,68,Kentucky,L,Beige,Winter,31,3.5,No,Express,No,No,16,PayPal,Quarterly
2924,28,Female,182117,Shirt,Clothing,70,Pennsylvania,M,Magenta,Spring,22,4.2,No,2-Day Shipping,No,No,12,Cash,Quarterly
2925,47,Female,126368,Shirt,Clothing,64,Rhode Island,L,Indigo,Winter,7,3.7,No,Free Shipping,No,No,37,Debit Card,Every 3 Months
2926,54,Female,61778,Sweater,Clothing,91,Illinois,M,Maroon,Spring,5,2.8,No,Store Pickup,No,No,43,Credit Card,Every 3 Months
2927,64,Female,253354,Handbag,Accessories,82,Maryland,M,Gray,Winter,4,4.8,No,2-Day Shipping,No,No,9,Cash,Weekly
2928,45,Female,176069,Shirt,Clothing,24,Missouri,M,Black,Summer,6,2.7,No,Express,No,No,15,Venmo,Bi-Weekly
2929,40,Female,68089,Jewelry,Accessories,80,Alabama,L,Yellow,Spring,5,3.6,No,Store Pickup,No,No,17,Credit Card,Weekly
2930,31,Female,330132,Socks,Clothing,53,Maine,XL,White,Winter,6,4.5,No,Next Day Air,No,No,42,Venmo,Fortnightly
2931,38,Female,164190,T-shirt,Clothing,50,Mississippi,M,Orange,Spring,6,4,No,Free Shipping,No,No,14,Venmo,Monthly
2932,36,Female,42044,Jewelry,Accessories,31,Alabama,M,Magenta,Fall,8,4.5,No,2-Day Shipping,No,No,49,Credit Card,Bi-Weekly
2933,65,Female,194772,Backpack,Accessories,88,Alaska,L,Black,Spring,9,3.9,No,Express,No,No,3,PayPal,Quarterly
2934,27,Female,277342,Hat,Accessories,52,Illinois,M,Brown,Summer,20,3.8,No,Standard,No,No,28,Venmo,Monthly
2935,38,Female,224198,Gloves,Accessories,22,Idaho,M,Orange,Fall,7,4.7,No,Next Day Air,No,No,41,Bank Transfer,Quarterly
2936,58,Female,226894,Sneakers,Footwear,27,North Carolina,XL,Gray,Spring,8,4.6,No,Standard,No,No,11,Venmo,Weekly
2937,31,Female,187493,Skirt,Clothing,34,Washington,M,White,Spring,2,3.6,No,Express,No,No,46,PayPal,Weekly
2938,28,Female,38707,Handbag,Accessories,39,West Virginia,M,White,Spring,6,4.3,No,2-Day Shipping,No,No,15,Credit Card,Weekly
2939,28,Female,120796,Sunglasses,Accessories,53,Maine,M,Violet,Fall,8,3,No,Standard,No,No,15,Cash,Monthly
2940,32,Female,225317,Sweater,Clothing,46,Kentucky,M,Beige,Winter,3,4.3,No,Express,No,No,34,Venmo,Weekly
2941,61,Female,375134,Handbag,Accessories,85,Massachusetts,L,Beige,Summer,8,4.8,No,Next Day Air,No,No,13,Cash,Monthly
2942,38,Female,248895,Skirt,Clothing,86,Pennsylvania,L,Purple,Spring,7,3.7,No,Free Shipping,No,No,27,PayPal,Monthly
2943,54,Female,369781,Socks,Clothing,63,Hawaii,M,Brown,Summer,5,2.6,No,Free Shipping,No,No,37,Bank Transfer,Weekly
2944,29,Female,318886,Shirt,Clothing,44,Virginia,M,Orange,Spring,6,3.4,No,Standard,No,No,37,Credit Card,Monthly
2945,50,Female,34364,Sneakers,Footwear,95,New York,XL,Cyan,Summer,8,3.9,No,Free Shipping,No,No,4,Venmo,Every 3 Months
2946,32,Female,148287,Belt,Accessories,49,Delaware,M,Charcoal,Summer,1,4.8,No,Free Shipping,No,No,1,Credit Card,Every 3 Months
2947,38,Female,358886,Pants,Clothing,77,Hawaii,L,Purple,Spring,8,2.8,No,Free Shipping,No,No,29,Bank Transfer,Quarterly
2948,52,Female,286960,Jewelry,Accessories,63,Nebraska,L,Peach,Spring,4,4.4,No,Standard,No,No,50,Venmo,Annually
2949,61,Female,190450,Pants,Clothing,83,Vermont,M,Violet,Winter,8,3.1,No,Standard,No,No,38,Debit Card,Bi-Weekly
2950,25,Female,181820,Jewelry,Accessories,93,Iowa,M,Peach,Spring,7,3.8,No,Store Pickup,No,No,15,PayPal,Annually
2951,22,Female,81896,Jeans,Clothing,91,Iowa,S,Maroon,Winter,7,4.1,No,2-Day Shipping,No,No,44,Debit Card,Every 3 Months
2952,47,Female,196643,Scarf,Accessories,99,Arkansas,L,Maroon,Fall,1,4.6,No,Free Shipping,No,No,14,Cash,Weekly
2953,50,Female,183000,Belt,Accessories,24,Alabama,M,Peach,Spring,3,4.9,No,Next Day Air,No,No,5,Debit Card,Monthly
2954,45,Female,320818,Dress,Clothing,82,Maryland,M,Silver,Summer,2,4.8,No,Next Day Air,No,No,11,Credit Card,Annually
2955,33,Female,175382,T-shirt,Clothing,28,South Dakota,M,Indigo,Winter,5,3.9,No,Express,No,No,15,Credit Card,Annually
2956,42,Female,148003,Boots,Footwear,67,Vermont,M,Silver,Winter,3,2.6,No,Free Shipping,No,No,46,Credit Card,Annually
2957,52,Female,190761,Dress,Clothing,88,Montana,M,Olive,Fall,5,3.7,No,Standard,No,No,30,Venmo,Monthly
2958,69,Female,154210,Jewelry,Accessories,70,South Dakota,S,Gray,Fall,6,4.7,No,Standard,No,No,2,Cash,Annually
2959,55,Female,267717,Skirt,Clothing,100,Ohio,M,Black,Summer,7,4.5,No,Standard,No,No,28,PayPal,Monthly
2960,38,Female,230329,Handbag,Accessories,28,Texas,L,Maroon,Summer,7,4.7,No,Free Shipping,No,No,9,PayPal,Quarterly
2961,57,Female,123653,Coat,Outerwear,48,Indiana,S,Olive,Spring,2,3.6,No,Standard,No,No,47,Credit Card,Weekly
2962,33,Female,192409,Hoodie,Clothing,43,New Hampshire,S,Gold,Fall,7,2.8,No,Free Shipping,No,No,21,Debit Card,Bi-Weekly
2963,57,Female,185106,Pants,Clothing,40,California,L,Pink,Fall,5,4,No,Express,No,No,42,Credit Card,Every 3 Months
2964,52,Female,231638,Boots,Footwear,97,Maine,M,Brown,Spring,6,3.6,No,Free Shipping,No,No,28,Credit Card,Weekly
2965,44,Female,181413,Coat,Outerwear,25,Ohio,S,White,Fall,4,3.8,No,2-Day Shipping,No,No,13,Venmo,Fortnightly
2966,48,Female,250038,Scarf,Accessories,45,Delaware,M,Blue,Summer,8,4.4,No,Standard,No,No,25,PayPal,Fortnightly
2967,52,Female,155972,Boots,Footwear,49,Oklahoma,L,Orange,Fall,5,2.8,No,Store Pickup,No,No,38,Debit Card,Every 3 Months
2968,34,Female,29702,Sneakers,Footwear,36,Indiana,L,Silver,Summer,2,3.4,No,Free Shipping,No,No,40,Venmo,Annually
2969,26,Female,35032,Sweater,Clothing,48,South Carolina,S,Gray,Fall,5,4.9,No,Express,No,No,25,Cash,Every 3 Months
2970,36,Female,119422,Belt,Accessories,62,Vermont,S,Blue,Fall,1,4.3,No,Next Day Air,No,No,20,Cash,Every 3 Months
2971,24,Female,258170,Jewelry,Accessories,74,Kansas,M,White,Winter,9,3.4,No,Free Shipping,No,No,44,Credit Card,Bi-Weekly
2972,30,Female,220603,Handbag,Accessories,100,Utah,L,Yellow,Fall,10,3.9,No,Next Day Air,No,No,9,PayPal,Every 3 Months
2973,31,Female,378114,Jacket,Outerwear,39,New York,S,Indigo,Fall,6,4.2,No,Free Shipping,No,No,11,Venmo,Every 3 Months
2974,25,Female,172304,Boots,Footwear,65,Indiana,M,Blue,Summer,8,2.7,No,Store Pickup,No,No,3,Bank Transfer,Fortnightly
2975,57,Female,215955,Sneakers,Footwear,99,Tennessee,XL,Peach,Summer,2,4.1,No,Store Pickup,No,No,34,Credit Card,Weekly
